_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,650A,Other Expenditures,35223802,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,700A,Inter-Divisional Charges,378480,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,100A,Salaries And Benefits,49639376,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,200A,Materials & Supplies,4011081,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,300A,Equipment,104996,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,400A,Service And Rent,71583380,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,510A,Contribution To Reserves/Reserve Funds,2157915,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,650A,Other Expenditures,4383072,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,700A,Inter-Divisional Charges,508230,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,100A,Salaries And Benefits,5430240,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,200A,Materials & Supplies,39240,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,300A,Equipment,100966,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,400A,Service And Rent,1036611,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,510A,Contribution To Reserves/Reserve Funds,49855,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,650A,Other Expenditures,300000,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,700A,Inter-Divisional Charges,65763,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,100A,Salaries And Benefits,1507137,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,200A,Materials & Supplies,6723,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,300A,Equipment,1982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,400A,Service And Rent,133613,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,510A,Contribution To Reserves/Reserve Funds,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,650A,Other Expenditures,46565439,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,700A,Inter-Divisional Charges,79240,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,100A,Salaries And Benefits,1507134,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,200A,Materials & Supplies,6723,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,300A,Equipment,1982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,400A,Service And Rent,133613,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,510A,Contribution To Reserves/Reserve Funds,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,650A,Other Expenditures,110241374,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,700A,Inter-Divisional Charges,79240,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,100A,Salaries And Benefits,1749238,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,200A,Materials & Supplies,6723,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,300A,Equipment,1982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,400A,Service And Rent,133613,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,510A,Contribution To Reserves/Reserve Funds,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,650A,Other Expenditures,319459871,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,700A,Inter-Divisional Charges,79471,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,100A,Salaries And Benefits,495714,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,200A,Materials & Supplies,132,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,300A,Equipment,107,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,400A,Service And Rent,18282,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,100A,Salaries And Benefits,2038488,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,200A,Materials & Supplies,3251,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,300A,Equipment,107,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,400A,Service And Rent,22270,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,650A,Other Expenditures,3000000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,100A,Salaries And Benefits,887663,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,200A,Materials & Supplies,8238,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,300A,Equipment,446,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,400A,Service And Rent,36435,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,100A,Salaries And Benefits,1038695,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,200A,Materials & Supplies,4155,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,300A,Equipment,1644,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,400A,Service And Rent,73528,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,650A,Other Expenditures,10000000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,100A,Salaries And Benefits,488368,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,200A,Materials & Supplies,11569,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,300A,Equipment,446,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,400A,Service And Rent,2380588,
"Social Development, Finance & Administration",CD-Community Partnership Investment Program,Investment Funding,650A,Other Expenditures,3647700,
"Social Development, Finance & Administration",CD-Community Partnership Investment Program,Partnership Funding,650A,Other Expenditures,16005500,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,100A,Salaries And Benefits,2005483,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,200A,Materials & Supplies,14184,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,300A,Equipment,869,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,400A,Service And Rent,48150,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,510A,Contribution To Reserves/Reserve Funds,21008,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,100A,Salaries And Benefits,411678,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,200A,Materials & Supplies,2844,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,300A,Equipment,521,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,400A,Service And Rent,27960,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,510A,Contribution To Reserves/Reserve Funds,12605,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,100A,Salaries And Benefits,739471,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,200A,Materials & Supplies,7991,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,300A,Equipment,1648,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,400A,Service And Rent,36590,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,510A,Contribution To Reserves/Reserve Funds,40792,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,700A,Inter-Divisional Charges,298025,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,100A,Salaries And Benefits,1912033,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,200A,Materials & Supplies,2844,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,300A,Equipment,3021,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,400A,Service And Rent,30860,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,510A,Contribution To Reserves/Reserve Funds,12605,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,700A,Inter-Divisional Charges,100,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,100A,Salaries And Benefits,1548057,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,200A,Materials & Supplies,19670,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,300A,Equipment,2563,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,400A,Service And Rent,643836,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,100A,Salaries And Benefits,983011,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,200A,Materials & Supplies,4873,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,300A,Equipment,1866,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,400A,Service And Rent,11232,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,100A,Salaries And Benefits,726668,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,200A,Materials & Supplies,3083,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,300A,Equipment,3675,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,400A,Service And Rent,17239,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,700A,Inter-Divisional Charges,10310,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Corporate Partnership Initiatives,100A,Salaries And Benefits,217576,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Corporate Partnership Initiatives,200A,Materials & Supplies,304,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Corporate Partnership Initiatives,400A,Service And Rent,5589,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Partnership Development,100A,Salaries And Benefits,398890,
