"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Equipment,300A,Expenses,12383,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Inter-Divisional Charges,700A,Expenses,114409,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Materials & Supplies,200A,Expenses,337675,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Other Expenditures,650A,Expenses,100082,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Salaries And Benefits,100A,Expenses,2664864,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Service And Rent,400A,Expenses,5557795,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Contribution To Reserves/Reserve Funds,510A,Expenses,75020,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Equipment,300A,Expenses,13423,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Inter-Divisional Charges,700A,Expenses,86762,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Materials & Supplies,200A,Expenses,52947,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Salaries And Benefits,100A,Expenses,4692742,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Service And Rent,400A,Expenses,34205,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,Equipment,300A,Expenses,16331,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,Inter-Divisional Charges,700A,Expenses,61085,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,Materials & Supplies,200A,Expenses,19325,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,Other Expenditures,650A,Expenses,23699,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,Salaries And Benefits,100A,Expenses,3263097,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,Service And Rent,400A,Expenses,91811,
"Policy, Planning, Finance & Administration",Corporate Leadership,Corporate Leadership,Equipment,300A,Expenses,2000,
"Policy, Planning, Finance & Administration",Corporate Leadership,Corporate Leadership,Materials & Supplies,200A,Expenses,2213,
"Policy, Planning, Finance & Administration",Corporate Leadership,Corporate Leadership,Salaries And Benefits,100A,Expenses,762349,
"Policy, Planning, Finance & Administration",Corporate Leadership,Corporate Leadership,Service And Rent,400A,Expenses,11000,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,Equipment,300A,Expenses,750,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,Inter-Divisional Charges,700A,Expenses,101099,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,Materials & Supplies,200A,Expenses,1144,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,Salaries And Benefits,100A,Expenses,1837413,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,Service And Rent,400A,Expenses,-2403,Non-normal value
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,Contribution To Reserves/Reserve Funds,510A,Expenses,22455,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,Equipment,300A,Expenses,6182,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,Inter-Divisional Charges,700A,Expenses,318171,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,Materials & Supplies,200A,Expenses,44785,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,Salaries And Benefits,100A,Expenses,2298179,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,Service And Rent,400A,Expenses,341278,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,Equipment,300A,Expenses,2900,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,Materials & Supplies,200A,Expenses,556,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,Salaries And Benefits,100A,Expenses,2015154,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,Service And Rent,400A,Expenses,6941,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,Equipment,300A,Expenses,36450,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,Materials & Supplies,200A,Expenses,3535,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,Salaries And Benefits,100A,Expenses,5908812,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,Service And Rent,400A,Expenses,52649,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,Equipment,300A,Expenses,1725,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,Materials & Supplies,200A,Expenses,351,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,Salaries And Benefits,100A,Expenses,486046,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,Service And Rent,400A,Expenses,2138,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,Contribution To Reserves/Reserve Funds,510A,Expenses,103266,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,Equipment,300A,Expenses,33482,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,Inter-Divisional Charges,700A,Expenses,355608,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,Materials & Supplies,200A,Expenses,925355,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,Salaries And Benefits,100A,Expenses,1598944,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,Service And Rent,400A,Expenses,278048,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,Equipment,300A,Expenses,1125,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,Materials & Supplies,200A,Expenses,816,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,Salaries And Benefits,100A,Expenses,1169392,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,Service And Rent,400A,Expenses,5676,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,Equipment,300A,Expenses,3375,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,Materials & Supplies,200A,Expenses,113863,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,Salaries And Benefits,100A,Expenses,2918247,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,Service And Rent,400A,Expenses,185904,
Property Tax,Special Levy for Scarborough Subway,Special Levy for Scarborough Subway,Special Levy for Scarborough Subway,510A,Expenses,24846399,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,Contribution To Reserves/Reserve Funds,510A,Expenses,10154,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,Equipment,300A,Expenses,26947,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,Inter-Divisional Charges,700A,Expenses,422147,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,Materials & Supplies,200A,Expenses,96424,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,Other Expenditures,650A,Expenses,35586453,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,Salaries And Benefits,100A,Expenses,11046606,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,Service And Rent,400A,Expenses,930656,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,Contribution To Reserves/Reserve Funds,510A,Expenses,4631915,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,Equipment,300A,Expenses,134923,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,Inter-Divisional Charges,700A,Expenses,498096,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,Materials & Supplies,200A,Expenses,4120978,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,Other Expenditures,650A,Expenses,6620848,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,Salaries And Benefits,100A,Expenses,50553391,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,Service And Rent,400A,Expenses,68664779,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,Contribution To Reserves/Reserve Funds,510A,Expenses,49855,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,Equipment,300A,Expenses,1716,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,Inter-Divisional Charges,700A,Expenses,23649,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,Materials & Supplies,200A,Expenses,3050,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,Salaries And Benefits,100A,Expenses,1882828,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,Service And Rent,400A,Expenses,133366,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,Contribution To Reserves/Reserve Funds,510A,Expenses,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,Equipment,300A,Expenses,3155,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,Inter-Divisional Charges,700A,Expenses,62847,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,Materials & Supplies,200A,Expenses,5936,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,Other Expenditures,650A,Expenses,36836909,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,Salaries And Benefits,100A,Expenses,1512043,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,Service And Rent,400A,Expenses,141883,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,Contribution To Reserves/Reserve Funds,510A,Expenses,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,Equipment,300A,Expenses,3155,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,Inter-Divisional Charges,700A,Expenses,62847,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,Materials & Supplies,200A,Expenses,5936,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,Other Expenditures,650A,Expenses,110558605,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,Salaries And Benefits,100A,Expenses,1511506,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,Service And Rent,400A,Expenses,141883,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,Contribution To Reserves/Reserve Funds,510A,Expenses,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,Equipment,300A,Expenses,3155,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,Inter-Divisional Charges,700A,Expenses,99582,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,Materials & Supplies,200A,Expenses,5936,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,Other Expenditures,650A,Expenses,323948781,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,Salaries And Benefits,100A,Expenses,1774501,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,Service And Rent,400A,Expenses,141883,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,Equipment,300A,Expenses,107,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,Materials & Supplies,200A,Expenses,132,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,Salaries And Benefits,100A,Expenses,491094,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,Service And Rent,400A,Expenses,372282,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,Equipment,300A,Expenses,107,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,Materials & Supplies,200A,Expenses,3251,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,Other Expenditures,650A,Expenses,1500000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,Salaries And Benefits,100A,Expenses,1651582,
