_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,700A,Inter-Divisional Charges,422147,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,200A,Materials & Supplies,96424,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,650A,Other Expenditures,35586453,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,100A,Salaries And Benefits,11046606,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,400A,Service And Rent,930656,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,510A,Contribution To Reserves/Reserve Funds,4631915,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,300A,Equipment,134923,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,700A,Inter-Divisional Charges,498096,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,200A,Materials & Supplies,4120978,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,650A,Other Expenditures,6620848,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,100A,Salaries And Benefits,50553391,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provide Emergency Shelter & Related Support,400A,Service And Rent,68664779,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,510A,Contribution To Reserves/Reserve Funds,49855,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,300A,Equipment,1716,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,700A,Inter-Divisional Charges,23649,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,200A,Materials & Supplies,3050,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,100A,Salaries And Benefits,1882828,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Centralized Social Housing Waiting List,400A,Service And Rent,133366,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,510A,Contribution To Reserves/Reserve Funds,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,300A,Equipment,3155,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,700A,Inter-Divisional Charges,62847,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,200A,Materials & Supplies,5936,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,650A,Other Expenditures,36836909,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,100A,Salaries And Benefits,1512043,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage New Affordable Housing/Other Non Subsidized Programs,400A,Service And Rent,141883,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,510A,Contribution To Reserves/Reserve Funds,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,300A,Equipment,3155,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,700A,Inter-Divisional Charges,62847,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,200A,Materials & Supplies,5936,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,650A,Other Expenditures,110558605,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,100A,Salaries And Benefits,1511506,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,400A,Service And Rent,141883,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,510A,Contribution To Reserves/Reserve Funds,49982,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,300A,Equipment,3155,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,700A,Inter-Divisional Charges,99582,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,200A,Materials & Supplies,5936,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,650A,Other Expenditures,323948781,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,100A,Salaries And Benefits,1774501,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,400A,Service And Rent,141883,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,300A,Equipment,107,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,200A,Materials & Supplies,132,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,100A,Salaries And Benefits,491094,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,400A,Service And Rent,372282,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,300A,Equipment,107,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,200A,Materials & Supplies,3251,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,650A,Other Expenditures,1500000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,100A,Salaries And Benefits,1651582,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,400A,Service And Rent,22270,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,300A,Equipment,446,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,200A,Materials & Supplies,8238,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,100A,Salaries And Benefits,855718,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,400A,Service And Rent,36435,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,300A,Equipment,1644,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,200A,Materials & Supplies,4155,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,650A,Other Expenditures,7000000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,100A,Salaries And Benefits,1183069,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,400A,Service And Rent,133528,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,300A,Equipment,446,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,200A,Materials & Supplies,12489,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,100A,Salaries And Benefits,604294,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,400A,Service And Rent,2507188,
"Social Development, Finance & Administration",CD-Community Partnership Investment Program,Investment Funding,650A,Other Expenditures,4896800,
"Social Development, Finance & Administration",CD-Community Partnership Investment Program,Investment Funding,400A,Service And Rent,610000,
"Social Development, Finance & Administration",CD-Community Partnership Investment Program,Partnership Funding,650A,Other Expenditures,15664100,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,510A,Contribution To Reserves/Reserve Funds,21008,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,300A,Equipment,869,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,200A,Materials & Supplies,14184,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,100A,Salaries And Benefits,1994944,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,400A,Service And Rent,63635,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,510A,Contribution To Reserves/Reserve Funds,12605,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,300A,Equipment,521,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,200A,Materials & Supplies,2844,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,100A,Salaries And Benefits,418129,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,400A,Service And Rent,38260,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,510A,Contribution To Reserves/Reserve Funds,40792,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,300A,Equipment,1648,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,700A,Inter-Divisional Charges,297875,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,200A,Materials & Supplies,7991,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,100A,Salaries And Benefits,799453,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,400A,Service And Rent,36590,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,510A,Contribution To Reserves/Reserve Funds,12605,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,300A,Equipment,3021,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,200A,Materials & Supplies,2844,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,100A,Salaries And Benefits,1936885,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,400A,Service And Rent,41345,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,300A,Equipment,2563,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,200A,Materials & Supplies,19670,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,100A,Salaries And Benefits,1731644,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,400A,Service And Rent,189436,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,300A,Equipment,1866,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,200A,Materials & Supplies,4873,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,100A,Salaries And Benefits,362788,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,400A,Service And Rent,11232,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,300A,Equipment,3675,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,700A,Inter-Divisional Charges,9321,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,200A,Materials & Supplies,3083,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,100A,Salaries And Benefits,741456,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,400A,Service And Rent,17239,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Corporate Partnership Initiatives,200A,Materials & Supplies,304,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Corporate Partnership Initiatives,100A,Salaries And Benefits,216409,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Corporate Partnership Initiatives,400A,Service And Rent,155589,
